DateTime,Tuketim_MWh,Ankara_Sicaklik,Erzurum_Sicaklik,Istanbul_Sicaklik,Izmir_Sicaklik,Weighted_Avg_Temp,Saat,Ay,Yil,Haftanin_Gunu,Hafta_Sonu,Mesai_Saati,Lag_Tuketim_24h
2024-12-04 09:00:00,46165.7,0.0,-16.7,10.0,6.7,2.84,9,12,2024,2,0,1,45729.0
2024-12-04 10:00:00,46790.17,0.6,-14.6,10.0,10.0,3.96,10,12,2024,2,0,1,46633.9
2024-12-04 11:00:00,47244.1,1.7,-14.4,11.1,11.7,5.04,11,12,2024,2,0,1,46813.64
2024-12-04 12:00:00,45356.44,2.2,-12.8,11.1,13.3,5.73,12,12,2024,2,0,1,45020.92
2024-12-04 13:00:00,45802.31,2.5,-12.8,11.1,13.9,5.93,13,12,2024,2,0,1,45424.29
2024-12-04 14:00:00,46574.6,2.8,-12.8,11.1,15.0,6.22,14,12,2024,2,0,1,46216.89
2024-12-04 15:00:00,46526.56,2.8,-12.8,11.1,15.0,6.22,15,12,2024,2,0,1,46101.9
2024-12-04 16:00:00,47258.22,2.8,-13.3,11.1,13.9,5.93,16,12,2024,2,0,1,47444.69
2024-12-04 17:00:00,48397.19,2.8,-13.3,10.0,11.9,5.08,17,12,2024,2,0,1,48677.21
2024-12-04 18:00:00,47104.45,2.8,-12.8,10.0,11.1,5.0,18,12,2024,2,0,1,47108.2
2024-12-04 19:00:00,45663.37,2.8,-12.8,10.0,11.1,5.0,19,12,2024,2,0,0,45253.75
2024-12-04 20:00:00,44511.5,2.8,-13.9,10.0,7.8,4.18,20,12,2024,2,0,0,44421.18
2024-12-04 21:00:00,43245.21,2.8,-15.0,10.0,7.5,3.95,21,12,2024,2,0,0,43085.99
2024-12-04 22:00:00,41652.45,2.8,-15.0,10.0,6.7,3.79,22,12,2024,2,0,0,41433.83
2024-12-04 23:00:00,39587.96,2.8,-13.3,10.0,5.6,3.82,23,12,2024,2,0,0,38814.37
2024-12-05 00:00:00,37073.03,2.8,-12.2,10.0,4.4,3.75,0,12,2024,3,0,0,36806.46
2024-12-05 01:00:00,35081.98,2.8,-12.5,9.4,5.0,3.58,1,12,2024,3,0,0,34753.38
2024-12-05 02:00:00,33684.33,2.8,-12.5,8.9,3.9,3.17,2,12,2024,3,0,0,33708.42
2024-12-05 03:00:00,32919.34,2.5,-11.7,8.9,3.9,3.21,3,12,2024,3,0,0,32724.35
2024-12-05 04:00:00,32663.06,2.2,-11.1,10.0,3.9,3.66,4,12,2024,3,0,0,32612.17
2024-12-05 05:00:00,33108.15,2.8,-11.1,8.9,3.9,3.38,5,12,2024,3,0,0,33049.51
2024-12-05 06:00:00,34633.67,2.8,-10.0,8.9,2.8,3.32,6,12,2024,3,0,0,34622.76
2024-12-05 07:00:00,37752.59,2.8,-10.0,8.9,2.5,3.26,7,12,2024,3,0,0,37696.54
2024-12-05 08:00:00,43107.29,2.8,-8.9,9.4,2.8,3.68,8,12,2024,3,0,1,43159.66
2024-12-05 09:00:00,45972.56,2.8,-8.3,10.0,5.0,4.46,9,12,2024,3,0,1,46165.7
2024-12-05 10:00:00,46614.77,3.3,-7.5,11.1,9.4,6.02,10,12,2024,3,0,1,46790.17
2024-12-05 11:00:00,46380.86,5.0,-6.1,11.1,11.1,7.0,11,12,2024,3,0,1,47244.1
2024-12-05 12:00:00,44296.4,5.0,-3.9,11.7,12.8,7.9,12,12,2024,3,0,1,45356.44
2024-12-05 13:00:00,44670.16,5.6,-4.4,12.5,14.4,8.62,13,12,2024,3,0,1,45802.31
2024-12-05 14:00:00,45422.57,6.7,-3.3,12.2,15.6,9.18,14,12,2024,3,0,1,46574.6
2024-12-05 15:00:00,45221.57,7.2,-5.0,12.2,15.0,8.93,15,12,2024,3,0,1,46526.56
2024-12-05 16:00:00,46116.88,6.7,-6.9,11.1,15.0,8.08,16,12,2024,3,0,1,47258.22
2024-12-05 17:00:00,47787.22,5.0,-9.4,10.6,13.1,6.7,17,12,2024,3,0,1,48397.19
2024-12-05 18:00:00,46894.22,3.3,-11.1,10.0,10.0,5.16,18,12,2024,3,0,1,47104.45
2024-12-05 19:00:00,45372.51,2.5,-10.6,10.0,8.9,4.82,19,12,2024,3,0,0,45663.37
2024-12-05 20:00:00,44330.92,1.7,-9.4,10.0,7.8,4.57,20,12,2024,3,0,0,44511.5
2024-12-05 21:00:00,43040.81,1.1,-8.9,10.0,7.2,4.38,21,12,2024,3,0,0,43245.21
2024-12-05 22:00:00,41598.44,1.1,-8.9,8.9,6.1,3.72,22,12,2024,3,0,0,41652.45
2024-12-05 23:00:00,39509.33,0.6,-8.9,8.9,6.1,3.6,23,12,2024,3,0,0,39587.96
2024-12-06 00:00:00,36730.26,1.1,-9.4,8.9,5.6,3.54,0,12,2024,4,0,0,37073.03
2024-12-06 01:00:00,35292.99,1.1,-8.9,8.9,5.0,3.5,1,12,2024,4,0,0,35081.98
2024-12-06 02:00:00,34087.73,1.1,-8.3,8.9,5.0,3.59,2,12,2024,4,0,0,33684.33
2024-12-06 03:00:00,33315.76,1.1,-7.8,8.9,5.0,3.67,3,12,2024,4,0,0,32919.34
2024-12-06 04:00:00,33035.66,1.1,-7.5,8.3,5.6,3.59,4,12,2024,4,0,0,32663.06
2024-12-06 05:00:00,33226.03,1.1,-7.2,8.3,5.0,3.52,5,12,2024,4,0,0,33108.15
2024-12-06 06:00:00,34421.08,1.1,-6.7,8.9,5.0,3.83,6,12,2024,4,0,0,34633.67
2024-12-06 07:00:00,37445.05,1.7,-6.1,8.3,6.1,4.05,7,12,2024,4,0,0,37752.59
2024-12-06 08:00:00,42601.75,1.7,-6.1,7.8,7.2,4.07,8,12,2024,4,0,1,43107.29
2024-12-06 09:00:00,45553.0,2.2,-6.1,9.4,9.4,5.28,9,12,2024,4,0,1,45972.56
2024-12-06 10:00:00,46000.23,2.5,-4.4,11.7,10.4,6.72,10,12,2024,4,0,1,46614.77
2024-12-06 11:00:00,45963.15,2.8,-2.5,12.2,11.1,7.43,11,12,2024,4,0,1,46380.86
2024-12-06 12:00:00,43243.59,3.9,-1.1,12.5,12.5,8.31,12,12,2024,4,0,1,44296.4
2024-12-06 13:00:00,42662.89,4.4,-1.7,12.8,15.0,8.96,13,12,2024,4,0,1,44670.16
2024-12-06 14:00:00,44182.23,5.0,-1.7,13.3,16.1,9.54,14,12,2024,4,0,1,45422.57
2024-12-06 15:00:00,44206.17,6.1,-2.5,13.9,16.7,10.05,15,12,2024,4,0,1,45221.57
2024-12-06 16:00:00,45274.51,6.1,-4.4,13.9,16.1,9.65,16,12,2024,4,0,1,46116.88
2024-12-06 17:00:00,47040.0,6.1,-7.8,12.5,14.4,8.24,17,12,2024,4,0,1,47787.22
2024-12-06 18:00:00,46014.68,5.0,-10.0,11.7,12.5,6.93,18,12,2024,4,0,1,46894.22
2024-12-06 19:00:00,43984.66,4.4,-11.1,12.2,11.7,6.66,19,12,2024,4,0,0,45372.51
2024-12-06 20:00:00,42848.76,3.9,-13.3,12.5,10.6,6.1,20,12,2024,4,0,0,44330.92
2024-12-06 21:00:00,41771.64,3.9,-15.0,12.8,11.1,6.07,21,12,2024,4,0,0,43040.81
2024-12-06 22:00:00,40206.66,3.9,-16.1,13.3,11.1,6.1,22,12,2024,4,0,0,41598.44
2024-12-06 23:00:00,38825.38,3.9,-15.0,12.8,11.1,6.07,23,12,2024,4,0,0,39509.33
2024-12-07 00:00:00,36745.26,3.9,-14.4,13.3,11.1,6.36,0,12,2024,5,1,0,36730.26
2024-12-07 01:00:00,34762.02,3.9,-13.9,13.3,10.0,6.21,1,12,2024,5,1,0,35292.99
2024-12-07 02:00:00,33202.9,3.9,-13.9,13.9,9.4,6.33,2,12,2024,5,1,0,34087.73
2024-12-07 03:00:00,32361.66,3.9,-13.9,13.3,8.9,5.99,3,12,2024,5,1,0,33315.76
2024-12-07 04:00:00,32019.29,3.9,-12.8,12.8,8.3,5.84,4,12,2024,5,1,0,33035.66
2024-12-07 05:00:00,32105.79,3.9,-13.3,12.8,8.9,5.88,5,12,2024,5,1,0,33226.03
2024-12-07 06:00:00,32830.98,3.9,-12.8,12.8,8.9,5.96,6,12,2024,5,1,0,34421.08
2024-12-07 07:00:00,34043.29,3.9,-12.8,12.8,10.3,6.24,7,12,2024,5,1,0,37445.05
2024-12-07 08:00:00,37218.37,3.9,-12.2,12.8,10.0,6.26,8,12,2024,5,1,1,42601.75
2024-12-07 09:00:00,40265.3,3.9,-10.6,13.9,11.7,7.28,9,12,2024,5,1,1,45553.0
2024-12-07 10:00:00,41876.97,4.4,-11.1,14.4,13.3,7.86,10,12,2024,5,1,1,46000.23
2024-12-07 11:00:00,42604.13,5.0,-10.6,13.9,15.0,8.22,11,12,2024,5,1,1,45963.15
2024-12-07 12:00:00,41623.12,6.1,-8.3,14.4,16.7,9.38,12,12,2024,5,1,1,43243.59
2024-12-07 13:00:00,41824.28,7.2,-7.2,15.0,17.5,10.22,13,12,2024,5,1,1,42662.89
2024-12-07 14:00:00,41865.23,6.7,-6.4,15.0,17.2,10.16,14,12,2024,5,1,1,44182.23
2024-12-07 15:00:00,41244.24,6.1,-7.5,14.4,17.2,9.6,15,12,2024,5,1,1,44206.17
2024-12-07 16:00:00,41619.02,5.0,-7.8,13.9,16.7,8.98,16,12,2024,5,1,1,45274.51
2024-12-07 17:00:00,43427.75,4.4,-9.4,13.9,13.9,8.03,17,12,2024,5,1,1,47040.0
2024-12-07 18:00:00,43651.64,3.9,-11.7,13.9,12.8,7.34,18,12,2024,5,1,1,46014.68
2024-12-07 19:00:00,42407.48,3.9,-12.5,13.9,11.7,7.0,19,12,2024,5,1,0,43984.66
2024-12-07 20:00:00,41282.78,3.9,-12.8,13.9,10.0,6.62,20,12,2024,5,1,0,42848.76
2024-12-07 21:00:00,40066.73,3.9,-13.3,13.9,11.1,6.76,21,12,2024,5,1,0,41771.64
2024-12-07 22:00:00,38925.43,3.3,-13.3,13.9,10.0,6.39,22,12,2024,5,1,0,40206.66
2024-12-07 23:00:00,37127.31,3.9,-12.8,13.9,10.0,6.62,23,12,2024,5,1,0,38825.38
2024-12-08 00:00:00,34820.44,3.9,-13.9,13.9,12.2,6.89,0,12,2024,6,1,0,36745.26
2024-12-08 01:00:00,32893.88,3.9,-13.9,13.9,12.2,6.89,1,12,2024,6,1,0,34762.02
2024-12-08 02:00:00,31419.62,3.9,-12.8,13.9,12.2,7.06,2,12,2024,6,1,0,33202.9
2024-12-08 03:00:00,30530.82,3.9,-12.5,13.9,12.2,7.1,3,12,2024,6,1,0,32361.66
2024-12-08 04:00:00,30089.84,3.9,-12.2,13.9,12.2,7.14,4,12,2024,6,1,0,32019.29
2024-12-08 05:00:00,29922.56,3.9,-12.2,13.9,12.2,7.14,5,12,2024,6,1,0,32105.79
2024-12-08 06:00:00,30174.92,3.9,-11.1,13.9,12.2,7.31,6,12,2024,6,1,0,32830.98
2024-12-08 07:00:00,30045.64,3.5,-10.0,13.3,12.2,7.14,7,12,2024,6,1,0,34043.29
2024-12-08 08:00:00,30412.36,3.3,-8.5,12.8,12.2,7.11,8,12,2024,6,1,1,37218.37
2024-12-08 09:00:00,32320.26,5.0,-7.2,12.8,12.2,7.73,9,12,2024,6,1,1,40265.3
2024-12-08 10:00:00,34261.06,6.7,-4.4,12.5,12.8,8.57,10,12,2024,6,1,1,41876.97
2024-12-08 11:00:00,35319.59,8.3,-4.4,13.3,13.3,9.4,11,12,2024,6,1,1,42604.13
2024-12-08 12:00:00,35745.77,10.0,-3.3,13.9,14.4,10.45,12,12,2024,6,1,1,41623.12
2024-12-08 13:00:00,36096.4,10.0,-2.8,13.9,15.0,10.64,13,12,2024,6,1,1,41824.28
2024-12-08 14:00:00,35656.17,11.1,-2.5,15.0,15.6,11.52,14,12,2024,6,1,1,41865.23
2024-12-08 15:00:00,35951.32,10.0,-2.2,15.0,16.1,11.39,15,12,2024,6,1,1,41244.24
2024-12-08 16:00:00,36598.91,10.0,-2.5,13.9,16.7,11.02,16,12,2024,6,1,1,41619.02
2024-12-08 17:00:00,39094.13,8.3,-2.5,12.8,15.6,9.94,17,12,2024,6,1,1,43427.75
2024-12-08 18:00:00,40175.39,8.3,-2.2,12.2,15.0,9.62,18,12,2024,6,1,1,43651.64
2024-12-08 19:00:00,39577.3,8.1,-2.2,12.2,15.0,9.57,19,12,2024,6,1,0,42407.48
2024-12-08 20:00:00,38672.69,7.8,-2.2,12.8,13.9,9.52,20,12,2024,6,1,0,41282.78
2024-12-08 21:00:00,37914.63,7.5,-2.2,13.3,13.9,9.65,21,12,2024,6,1,0,40066.73
2024-12-08 22:00:00,36819.73,7.2,-2.2,13.9,14.4,9.91,22,12,2024,6,1,0,38925.43
2024-12-08 23:00:00,35138.07,7.2,-2.2,13.9,15.6,10.15,23,12,2024,6,1,0,37127.31
2024-12-09 00:00:00,33230.78,7.2,-2.2,13.9,16.1,10.25,0,12,2024,0,0,0,34820.44
2024-12-09 01:00:00,31417.72,7.5,-2.2,13.9,15.6,10.22,1,12,2024,0,0,0,32893.88
2024-12-09 02:00:00,30048.11,7.2,-2.2,13.9,15.6,10.15,2,12,2024,0,0,0,31419.62
2024-12-09 03:00:00,29415.26,7.2,-2.2,13.9,16.7,10.37,3,12,2024,0,0,0,30530.82
2024-12-09 04:00:00,29286.05,7.2,-2.2,12.8,17.2,10.03,4,12,2024,0,0,0,30089.84
2024-12-09 05:00:00,29878.17,7.2,-2.2,14.4,17.2,10.67,5,12,2024,0,0,0,29922.56
2024-12-09 06:00:00,31888.73,7.2,-2.2,15.6,17.8,11.27,6,12,2024,0,0,0,30174.92
2024-12-09 07:00:00,35097.4,7.2,-1.7,14.4,16.7,10.64,7,12,2024,0,0,0,30045.64
2024-12-09 08:00:00,40750.09,7.2,-2.2,16.1,17.5,11.41,8,12,2024,0,0,1,30412.36
2024-12-09 09:00:00,43295.23,8.3,-2.2,17.2,17.8,12.18,9,12,2024,0,0,1,32320.26
2024-12-09 10:00:00,43948.53,10.0,-2.2,17.2,17.8,12.61,10,12,2024,0,0,1,34261.06
2024-12-09 11:00:00,44582.36,10.6,-1.7,17.8,18.5,13.22,11,12,2024,0,0,1,35319.59
2024-12-09 12:00:00,42887.87,11.9,-2.2,18.3,18.5,13.66,12,12,2024,0,0,1,35745.77
2024-12-09 13:00:00,43347.72,12.5,-2.2,17.5,18.3,13.46,13,12,2024,0,0,1,36096.4
2024-12-09 14:00:00,44205.24,13.3,-2.2,16.7,18.3,13.34,14,12,2024,0,0,1,35656.17
2024-12-09 15:00:00,43250.01,13.3,-2.2,15.6,18.1,12.86,15,12,2024,0,0,1,35951.32
2024-12-09 16:00:00,44503.09,12.5,-2.2,14.7,17.8,12.24,16,12,2024,0,0,1,36598.91
2024-12-09 17:00:00,46107.45,11.9,-2.2,13.9,17.8,11.76,17,12,2024,0,0,1,39094.13
2024-12-09 18:00:00,44889.46,11.7,-2.5,13.5,17.2,11.39,18,12,2024,0,0,1,40175.39
2024-12-09 19:00:00,43424.73,12.2,-2.5,12.8,16.1,11.02,19,12,2024,0,0,0,39577.3
2024-12-09 20:00:00,42165.07,8.9,-2.8,12.8,15.6,10.04,20,12,2024,0,0,0,38672.69
2024-12-09 21:00:00,41118.65,8.3,-2.8,12.8,15.6,9.9,21,12,2024,0,0,0,37914.63
2024-12-09 22:00:00,39647.17,8.9,-2.8,12.5,15.0,9.8,22,12,2024,0,0,0,36819.73
2024-12-09 23:00:00,38191.44,7.8,-3.9,12.8,15.0,9.48,23,12,2024,0,0,0,35138.07
2024-12-10 00:00:00,35952.81,7.8,-3.9,12.8,15.0,9.48,0,12,2024,1,0,0,33230.78
2024-12-10 01:00:00,34149.49,7.5,-3.9,12.5,14.4,9.17,1,12,2024,1,0,0,31417.72
2024-12-10 02:00:00,33114.23,7.2,-5.0,12.2,16.1,9.15,2,12,2024,1,0,0,30048.11
2024-12-10 03:00:00,32425.69,5.6,-5.0,12.5,16.1,8.87,3,12,2024,1,0,0,29415.26
2024-12-10 04:00:00,32089.89,4.2,-5.0,13.3,16.1,8.84,4,12,2024,1,0,0,29286.05
2024-12-10 05:00:00,32497.7,2.8,-5.0,13.3,16.1,8.49,5,12,2024,1,0,0,29878.17
2024-12-10 06:00:00,33898.83,3.3,-5.0,12.8,16.1,8.42,6,12,2024,1,0,0,31888.73
2024-12-10 07:00:00,36885.9,2.8,-5.0,14.4,16.1,8.93,7,12,2024,1,0,0,35097.4
2024-12-10 08:00:00,41933.89,2.8,-5.6,16.1,16.1,9.52,8,12,2024,1,0,1,40750.09
2024-12-10 09:00:00,43789.06,3.9,-5.0,16.1,16.7,10.01,9,12,2024,1,0,1,43295.23
2024-12-10 10:00:00,43767.03,5.0,-4.4,16.7,17.2,10.71,10,12,2024,1,0,1,43948.53
2024-12-10 11:00:00,43860.82,8.9,-4.4,16.7,17.5,11.74,11,12,2024,1,0,1,44582.36
2024-12-10 12:00:00,41913.91,11.1,-3.9,16.7,17.6,12.39,12,12,2024,1,0,1,42887.87
2024-12-10 13:00:00,42470.37,12.5,-3.9,16.4,17.5,12.6,13,12,2024,1,0,1,43347.72
2024-12-10 14:00:00,42775.11,13.3,-3.9,15.4,18.9,12.68,14,12,2024,1,0,1,44205.24
2024-12-10 15:00:00,43389.29,13.9,-3.9,15.0,17.6,12.41,15,12,2024,1,0,1,43250.01
2024-12-10 16:00:00,44359.62,13.3,-3.9,15.0,16.7,12.08,16,12,2024,1,0,1,44503.09
2024-12-10 17:00:00,46152.3,12.2,-3.9,13.9,16.1,11.24,17,12,2024,1,0,1,46107.45
2024-12-10 18:00:00,45194.42,10.0,-3.9,13.9,17.2,10.92,18,12,2024,1,0,1,44889.46
2024-12-10 19:00:00,43886.89,8.3,-3.9,13.9,16.1,10.27,19,12,2024,1,0,0,43424.73
2024-12-10 20:00:00,42874.1,7.5,-3.9,13.3,16.1,9.83,20,12,2024,1,0,0,42165.07
2024-12-10 21:00:00,41839.04,7.8,-5.0,13.1,16.9,9.82,21,12,2024,1,0,0,41118.65
2024-12-10 22:00:00,40400.97,7.5,-6.1,12.5,16.1,9.18,22,12,2024,1,0,0,39647.17
2024-12-10 23:00:00,38029.26,6.7,-6.1,11.1,15.7,8.34,23,12,2024,1,0,0,38191.44
2024-12-11 00:00:00,36170.97,6.7,-6.1,11.1,15.0,8.2,0,12,2024,2,0,0,35952.81
2024-12-11 01:00:00,34485.33,6.1,-7.2,10.6,15.0,7.68,1,12,2024,2,0,0,34149.49
2024-12-11 02:00:00,33228.84,5.0,-7.2,10.0,15.7,7.31,2,12,2024,2,0,0,33114.23
2024-12-11 03:00:00,32528.87,5.6,-7.2,10.0,15.0,7.32,3,12,2024,2,0,0,32425.69
2024-12-11 04:00:00,32128.01,5.0,-7.2,10.0,15.0,7.17,4,12,2024,2,0,0,32089.89
2024-12-11 05:00:00,32565.26,5.6,-7.2,10.0,13.9,7.1,5,12,2024,2,0,0,32497.7
2024-12-11 06:00:00,33999.64,5.6,-7.2,10.0,13.9,7.1,6,12,2024,2,0,0,33898.83
2024-12-11 07:00:00,36935.8,5.0,-7.2,10.0,13.5,6.87,7,12,2024,2,0,0,36885.9
2024-12-11 08:00:00,42096.72,4.4,-7.2,10.0,12.8,6.58,8,12,2024,2,0,1,41933.89
2024-12-11 09:00:00,44518.66,6.1,-7.2,10.0,12.8,7.01,9,12,2024,2,0,1,43789.06
2024-12-11 10:00:00,45328.02,8.1,-6.7,10.0,14.4,7.9,10,12,2024,2,0,1,43767.03
2024-12-11 11:00:00,45775.02,9.6,-6.1,10.6,16.1,8.95,11,12,2024,2,0,1,43860.82
2024-12-11 12:00:00,44025.13,7.5,-6.1,10.0,16.1,8.18,12,12,2024,2,0,1,41913.91
2024-12-11 13:00:00,44321.6,7.2,-6.1,10.6,17.2,8.57,13,12,2024,2,0,1,42470.37
2024-12-11 14:00:00,44938.57,7.5,-5.0,11.1,17.2,9.01,14,12,2024,2,0,1,42775.11
2024-12-11 15:00:00,44997.3,8.3,-6.1,11.1,17.2,9.04,15,12,2024,2,0,1,43389.29
2024-12-11 16:00:00,45811.54,8.3,-6.1,11.1,16.7,8.94,16,12,2024,2,0,1,44359.62
2024-12-11 17:00:00,47294.22,7.8,-6.7,10.6,14.4,8.07,17,12,2024,2,0,1,46152.3
2024-12-11 18:00:00,46368.16,6.7,-7.2,10.0,12.8,7.15,18,12,2024,2,0,1,45194.42
2024-12-11 19:00:00,45051.88,6.1,-7.2,10.0,11.7,6.78,19,12,2024,2,0,0,43886.89
2024-12-11 20:00:00,43886.05,6.1,-7.2,8.9,11.1,6.23,20,12,2024,2,0,0,42874.1
2024-12-11 21:00:00,42902.6,5.6,-7.8,8.3,11.7,5.89,21,12,2024,2,0,0,41839.04
2024-12-11 22:00:00,41302.2,3.3,-7.8,7.8,10.0,4.78,22,12,2024,2,0,0,40400.97
2024-12-11 23:00:00,39310.88,2.8,-8.9,7.2,9.4,4.12,23,12,2024,2,0,0,38029.26
2024-12-12 00:00:00,36733.13,3.9,-8.9,7.2,7.8,4.08,0,12,2024,3,0,0,36170.97
2024-12-12 01:00:00,34882.95,3.3,-8.9,7.2,7.5,3.87,1,12,2024,3,0,0,34485.33
2024-12-12 02:00:00,33606.26,5.0,-8.9,7.5,7.2,4.36,2,12,2024,3,0,0,33228.84
2024-12-12 03:00:00,32830.76,4.4,-8.9,6.1,7.5,3.7,3,12,2024,3,0,0,32528.87
2024-12-12 04:00:00,32538.18,3.3,-8.9,7.2,7.2,3.81,4,12,2024,3,0,0,32128.01
2024-12-12 05:00:00,32886.95,2.2,-8.9,7.5,6.1,3.43,5,12,2024,3,0,0,32565.26
2024-12-12 06:00:00,34442.15,2.2,-8.9,7.8,6.1,3.56,6,12,2024,3,0,0,33999.64
2024-12-12 07:00:00,37361.49,2.2,-7.8,7.8,5.6,3.62,7,12,2024,3,0,0,36935.8
2024-12-12 08:00:00,42751.15,1.9,-7.5,8.9,6.1,4.13,8,12,2024,3,0,1,42096.72
2024-12-12 09:00:00,45416.07,3.9,-7.2,9.4,7.5,5.16,9,12,2024,3,0,1,44518.66
2024-12-12 10:00:00,45739.3,5.6,-5.4,10.0,11.1,6.81,10,12,2024,3,0,1,45328.02
2024-12-12 11:00:00,46138.61,6.7,-5.0,10.0,13.3,7.59,11,12,2024,3,0,1,45775.02
2024-12-12 12:00:00,44468.65,6.7,-3.3,10.6,14.4,8.3,12,12,2024,3,0,1,44025.13
2024-12-12 13:00:00,44976.05,7.8,-3.1,11.1,15.0,8.93,13,12,2024,3,0,1,44321.6
2024-12-12 14:00:00,45429.38,7.5,-3.9,10.6,15.0,8.53,14,12,2024,3,0,1,44938.57
2024-12-12 15:00:00,45371.66,5.4,-3.9,10.6,15.0,8.0,15,12,2024,3,0,1,44997.3
2024-12-12 16:00:00,46369.76,3.9,-3.9,10.0,14.4,7.27,16,12,2024,3,0,1,45811.54
2024-12-12 17:00:00,47961.68,2.8,-5.0,8.9,13.3,6.17,17,12,2024,3,0,1,47294.22
2024-12-12 18:00:00,47054.08,3.3,-3.9,8.9,11.7,6.14,18,12,2024,3,0,1,46368.16
2024-12-12 19:00:00,45657.82,2.8,-5.0,8.3,11.1,5.49,19,12,2024,3,0,0,45051.88
2024-12-12 20:00:00,44582.94,2.8,-5.0,8.3,10.6,5.39,20,12,2024,3,0,0,43886.05
2024-12-12 21:00:00,43511.44,2.5,-4.4,8.9,9.4,5.4,21,12,2024,3,0,0,42902.6
2024-12-12 22:00:00,41991.65,2.5,-4.4,8.3,8.3,4.94,22,12,2024,3,0,0,41302.2
2024-12-12 23:00:00,40486.26,2.2,-3.3,8.3,9.4,5.26,23,12,2024,3,0,0,39310.88
2024-12-13 00:00:00,37189.65,1.1,-4.4,7.8,8.3,4.39,0,12,2024,4,0,0,36733.13
2024-12-13 01:00:00,35283.47,1.1,-4.4,7.8,7.8,4.3,1,12,2024,4,0,0,34882.95
2024-12-13 02:00:00,33869.3,1.1,-6.1,7.2,7.2,3.68,2,12,2024,4,0,0,33606.26
2024-12-13 03:00:00,32978.15,1.1,-7.2,7.2,6.1,3.3,3,12,2024,4,0,0,32830.76
2024-12-13 04:00:00,32753.33,1.1,-6.9,7.2,6.7,3.46,4,12,2024,4,0,0,32538.18
2024-12-13 05:00:00,33185.23,1.1,-10.6,7.2,6.7,2.9,5,12,2024,4,0,0,32886.95
2024-12-13 06:00:00,34536.63,1.1,-8.9,7.2,5.0,2.82,6,12,2024,4,0,0,34442.15
2024-12-13 07:00:00,37978.5,1.1,-11.9,7.2,5.0,2.37,7,12,2024,4,0,0,37361.49
2024-12-13 08:00:00,42837.95,1.1,-11.4,7.2,2.8,2.01,8,12,2024,4,0,1,42751.15
2024-12-13 09:00:00,45823.92,2.2,-8.6,7.2,6.1,3.36,9,12,2024,4,0,1,45416.07
2024-12-13 10:00:00,46340.84,2.5,-5.0,7.4,9.4,4.72,10,12,2024,4,0,1,45739.3
2024-12-13 11:00:00,46768.52,2.8,-2.2,7.8,11.7,5.83,11,12,2024,4,0,1,46138.61
2024-12-13 12:00:00,44410.23,3.3,-2.2,7.8,12.5,6.12,12,12,2024,4,0,1,44468.65
2024-12-13 13:00:00,43947.34,3.9,-2.5,8.9,12.8,6.72,13,12,2024,4,0,1,44976.05
2024-12-13 14:00:00,46214.84,3.9,-2.8,7.8,12.8,6.24,14,12,2024,4,0,1,45429.38
2024-12-13 15:00:00,46452.97,3.9,-2.8,7.8,12.5,6.18,15,12,2024,4,0,1,45371.66
2024-12-13 16:00:00,47548.21,3.3,-2.8,7.8,11.7,5.86,16,12,2024,4,0,1,46369.76
2024-12-13 17:00:00,48789.13,2.8,-4.4,7.8,10.6,5.28,17,12,2024,4,0,1,47961.68
2024-12-13 18:00:00,47404.85,2.5,-4.4,7.6,8.9,4.78,18,12,2024,4,0,1,47054.08
2024-12-13 19:00:00,46047.66,2.2,-4.4,6.7,8.9,4.35,19,12,2024,4,0,0,45657.82
2024-12-13 20:00:00,44637.67,1.7,-5.0,7.2,8.3,4.22,20,12,2024,4,0,0,44582.94
2024-12-13 21:00:00,43593.16,2.2,-4.6,7.2,7.5,4.24,21,12,2024,4,0,0,43511.44
2024-12-13 22:00:00,41013.02,1.7,-5.0,7.2,6.9,3.94,22,12,2024,4,0,0,41991.65
2024-12-13 23:00:00,39773.44,1.1,-6.1,7.2,7.5,3.74,23,12,2024,4,0,0,40486.26
2024-12-14 00:00:00,37904.56,0.6,-7.5,7.2,7.2,3.35,0,12,2024,5,1,0,37189.65
2024-12-14 01:00:00,35876.79,0.0,-7.8,6.7,6.7,2.85,1,12,2024,5,1,0,35283.47
2024-12-14 02:00:00,34285.02,-1.1,-9.4,6.1,5.0,1.76,2,12,2024,5,1,0,33869.3
2024-12-14 03:00:00,33237.93,-1.1,-10.0,6.1,3.9,1.45,3,12,2024,5,1,0,32978.15
2024-12-14 04:00:00,32732.82,-2.2,-10.6,5.6,3.9,0.88,4,12,2024,5,1,0,32753.33
2024-12-14 05:00:00,32886.2,-2.2,-11.7,5.0,5.0,0.7,5,12,2024,5,1,0,33185.23
2024-12-14 06:00:00,33634.63,-3.3,-12.2,3.3,3.1,-0.71,6,12,2024,5,1,0,34536.63
2024-12-14 07:00:00,35130.5,-3.9,-12.2,2.8,3.9,-0.9,7,12,2024,5,1,0,37978.5
2024-12-14 08:00:00,38277.98,-3.9,-12.2,2.8,3.9,-0.9,8,12,2024,5,1,1,42837.95
2024-12-14 09:00:00,40843.68,-2.5,-11.1,5.6,5.6,1.07,9,12,2024,5,1,1,45823.92
2024-12-14 10:00:00,42298.68,-1.1,-9.4,6.7,7.5,2.5,10,12,2024,5,1,1,46340.84
2024-12-14 11:00:00,42833.42,0.0,-8.3,7.8,8.3,3.54,11,12,2024,5,1,1,46768.52
