DateTime,Ankara_Sicaklik,Erzurum_Sicaklik,Istanbul_Sicaklik,Izmir_Sicaklik
2025-06-13 22:00:00,20.0,18.9,21.1,25.0
2025-06-13 23:00:00,19.4,16.9,21.1,23.9
2025-06-14 00:00:00,17.8,15.0,21.1,23.9
2025-06-14 01:00:00,17.5,14.4,20.6,23.9
2025-06-14 02:00:00,17.8,13.9,20.0,22.5
2025-06-14 03:00:00,17.5,12.8,20.0,21.9
2025-06-14 04:00:00,17.2,13.1,19.4,22.5
2025-06-14 05:00:00,17.2,11.1,20.0,22.5
2025-06-14 06:00:00,17.2,15.0,20.0,22.5
2025-06-14 07:00:00,17.8,17.5,21.7,22.8
2025-06-14 08:00:00,18.1,18.3,23.3,24.4
2025-06-14 09:00:00,20.0,20.6,23.9,26.7
2025-06-14 10:00:00,21.1,21.7,25.0,28.3
2025-06-14 11:00:00,22.5,22.8,25.6,30.0
2025-06-14 12:00:00,22.8,23.9,25.0,31.1
2025-06-14 13:00:00,23.3,21.9,26.1,31.9
2025-06-14 14:00:00,25.0,21.1,25.6,32.5
2025-06-14 15:00:00,23.9,20.6,23.9,32.2
2025-06-14 16:00:00,24.4,21.1,23.9,32.2
2025-06-14 17:00:00,23.9,20.6,23.9,31.7
2025-06-14 18:00:00,22.5,19.4,23.3,30.0
2025-06-14 19:00:00,21.1,16.9,22.5,28.3
2025-06-14 20:00:00,18.3,16.5,21.7,26.7
2025-06-14 21:00:00,17.5,14.4,21.1,25.0
2025-06-14 22:00:00,15.6,13.3,20.0,24.4
2025-06-14 23:00:00,15.0,12.8,19.4,24.4
2025-06-15 00:00:00,13.9,12.8,18.9,23.9
2025-06-15 01:00:00,12.8,12.5,16.9,23.1
2025-06-15 02:00:00,12.5,12.2,18.9,22.8
2025-06-15 03:00:00,11.7,11.1,17.8,22.8
2025-06-15 04:00:00,10.6,11.1,17.5,22.8
2025-06-15 05:00:00,11.1,10.6,17.8,22.2
2025-06-15 06:00:00,12.5,12.2,18.3,22.2
2025-06-15 07:00:00,13.9,14.4,20.6,22.5
2025-06-15 08:00:00,16.1,15.0,22.5,23.9
2025-06-15 09:00:00,17.8,17.2,21.1,24.4
2025-06-15 10:00:00,19.4,2.2,21.1,26.7
2025-06-15 11:00:00,20.0,19.4,21.1,27.4
2025-06-15 12:00:00,21.1,20.0,21.9,28.9
2025-06-15 13:00:00,22.2,21.1,22.8,29.3
2025-06-15 14:00:00,22.5,22.2,25.0,30.4
2025-06-15 15:00:00,22.5,22.5,26.1,30.7
2025-06-15 16:00:00,22.2,22.2,25.0,31.1
2025-06-15 17:00:00,22.2,21.1,23.9,31.1
2025-06-15 18:00:00,21.1,19.4,23.9,29.3
2025-06-15 19:00:00,19.4,15.6,22.8,27.8
2025-06-15 20:00:00,17.5,13.9,21.7,26.1
2025-06-15 21:00:00,16.1,13.3,20.0,25.0
2025-06-15 22:00:00,14.4,12.5,20.0,23.9
2025-06-15 23:00:00,13.3,11.7,18.9,23.9
2025-06-16 00:00:00,12.8,11.1,18.3,23.3
2025-06-16 01:00:00,11.7,11.1,18.9,22.8
2025-06-16 02:00:00,10.6,10.6,18.3,22.2
2025-06-16 03:00:00,9.4,8.3,17.8,21.7
2025-06-16 04:00:00,8.3,6.7,17.5,21.1
2025-06-16 05:00:00,7.8,6.1,17.2,20.0
2025-06-16 06:00:00,10.0,8.1,18.3,19.4
2025-06-16 07:00:00,11.9,10.6,20.6,21.9
2025-06-16 08:00:00,15.6,12.5,21.1,22.8
2025-06-16 09:00:00,17.5,12.5,21.7,24.4
2025-06-16 10:00:00,19.4,14.4,21.1,25.4
2025-06-16 11:00:00,20.6,16.7,22.2,27.2
2025-06-16 12:00:00,20.6,17.2,22.8,28.9
2025-06-16 13:00:00,21.1,18.3,23.9,30.0
2025-06-16 14:00:00,21.1,18.9,23.9,31.1
2025-06-16 15:00:00,21.7,19.4,24.4,31.1
2025-06-16 16:00:00,22.2,19.4,24.4,31.9
2025-06-16 17:00:00,22.2,18.9,25.0,31.1
2025-06-16 18:00:00,22.2,17.5,25.0,31.1
2025-06-16 19:00:00,20.6,14.4,25.6,29.4
2025-06-16 20:00:00,18.3,12.2,24.4,27.5
2025-06-16 21:00:00,17.2,11.7,23.3,26.1
2025-06-16 22:00:00,16.1,9.4,22.8,26.1
2025-06-16 23:00:00,15.0,8.3,22.8,26.1
2025-06-17 00:00:00,13.9,8.9,22.2,25.0
2025-06-17 01:00:00,11.7,6.9,21.1,23.9
2025-06-17 02:00:00,10.0,5.0,20.6,23.9
2025-06-17 03:00:00,9.4,4.4,20.0,22.5
2025-06-17 04:00:00,7.5,3.3,20.0,22.2
2025-06-17 05:00:00,7.5,3.9,18.9,20.6
2025-06-17 06:00:00,8.9,6.1,20.0,21.1
2025-06-17 07:00:00,12.5,9.4,21.7,23.3
2025-06-17 08:00:00,16.1,11.7,21.7,25.6
2025-06-17 09:00:00,18.3,12.2,22.5,27.5
2025-06-17 10:00:00,20.0,14.4,23.3,28.9
2025-06-17 11:00:00,21.7,15.6,24.4,30.6
2025-06-17 12:00:00,22.8,16.1,25.0,31.7
2025-06-17 13:00:00,23.3,17.5,25.0,33.3
2025-06-17 14:00:00,23.9,18.3,26.7,33.9
2025-06-17 15:00:00,23.9,17.8,26.7,33.9
2025-06-17 16:00:00,24.4,17.2,26.1,33.9
2025-06-17 17:00:00,23.3,16.7,27.2,33.9
2025-06-17 18:00:00,23.3,16.7,26.7,33.3
2025-06-17 19:00:00,22.5,13.3,26.1,32.5
2025-06-17 20:00:00,20.6,11.7,26.7,30.6
2025-06-17 21:00:00,18.9,9.4,25.0,28.9
2025-06-17 22:00:00,17.5,7.8,25.0,28.3
2025-06-17 23:00:00,16.7,7.8,23.3,27.5
2025-06-18 00:00:00,15.0,6.1,23.3,27.2
2025-06-18 01:00:00,13.9,4.4,22.5,27.2
2025-06-18 02:00:00,12.8,3.1,22.2,25.6
2025-06-18 03:00:00,12.5,2.8,21.1,23.9
2025-06-18 04:00:00,12.5,1.7,20.6,22.8
2025-06-18 05:00:00,12.2,3.1,20.0,20.0
2025-06-18 06:00:00,12.5,6.1,21.7,23.3
2025-06-18 07:00:00,16.1,8.9,23.3,25.6
2025-06-18 08:00:00,18.3,11.7,25.0,27.2
2025-06-18 09:00:00,20.6,12.8,27.2,28.9
2025-06-18 10:00:00,21.9,15.0,27.8,30.6
2025-06-18 11:00:00,23.3,16.1,27.8,32.5
2025-06-18 12:00:00,25.0,17.5,29.4,32.8
2025-06-18 13:00:00,25.6,18.9,30.6,33.9
2025-06-18 14:00:00,26.9,20.0,30.0,34.4
2025-06-18 15:00:00,27.5,20.6,30.0,35.0
2025-06-18 16:00:00,27.5,20.6,28.9,35.6
2025-06-18 17:00:00,27.8,20.0,28.3,35.6
2025-06-18 18:00:00,27.2,18.3,27.5,35.0
2025-06-18 19:00:00,25.6,16.7,26.7,33.3
2025-06-18 20:00:00,23.3,13.6,25.0,31.1
2025-06-18 21:00:00,22.2,13.3,23.9,30.6
2025-06-18 22:00:00,20.6,11.9,23.3,29.4
2025-06-18 23:00:00,18.3,11.7,22.8,28.1
2025-06-19 00:00:00,17.5,8.9,22.2,27.2
2025-06-19 01:00:00,16.7,8.9,22.2,25.6
2025-06-19 02:00:00,15.0,8.3,21.7,25.6
2025-06-19 03:00:00,13.9,6.9,21.7,25.6
2025-06-19 04:00:00,13.9,5.0,21.7,24.4
2025-06-19 05:00:00,12.8,5.6,21.1,23.9
2025-06-19 06:00:00,14.4,10.0,21.7,23.9
2025-06-19 07:00:00,16.9,13.3,23.3,26.1
2025-06-19 08:00:00,20.0,14.4,24.4,27.5
2025-06-19 09:00:00,21.9,16.7,27.2,29.4
2025-06-19 10:00:00,22.8,17.8,27.2,30.6
2025-06-19 11:00:00,23.3,18.9,28.3,32.5
2025-06-19 12:00:00,25.6,20.6,28.9,33.3
2025-06-19 13:00:00,27.5,22.2,29.4,35.0
2025-06-19 14:00:00,28.3,22.8,30.0,35.6
2025-06-19 15:00:00,28.9,22.8,29.4,35.6
2025-06-19 16:00:00,28.9,22.8,30.0,35.0
2025-06-19 17:00:00,30.0,22.5,28.9,34.4
2025-06-19 18:00:00,29.4,21.7,28.3,33.9
2025-06-19 19:00:00,28.3,18.9,27.2,33.1
2025-06-19 20:00:00,27.5,16.1,25.6,30.6
2025-06-19 21:00:00,25.6,15.0,23.9,28.9
2025-06-19 22:00:00,24.4,11.1,22.5,27.8
2025-06-19 23:00:00,22.5,9.4,22.5,26.7
2025-06-20 00:00:00,21.1,9.4,21.7,26.1
2025-06-20 01:00:00,18.9,10.0,21.1,23.9
2025-06-20 02:00:00,18.3,8.3,21.1,22.8
2025-06-20 03:00:00,17.5,6.1,20.6,20.6
2025-06-20 04:00:00,15.6,6.1,20.0,21.1
2025-06-20 05:00:00,15.0,6.1,20.0,18.3
2025-06-20 06:00:00,14.4,10.8,21.1,19.4
2025-06-20 07:00:00,18.1,15.0,22.2,21.9
2025-06-20 08:00:00,21.1,17.5,22.5,27.5
2025-06-20 09:00:00,23.9,19.4,22.8,29.4
2025-06-20 10:00:00,26.1,21.1,23.9,31.1
2025-06-20 11:00:00,27.5,22.5,25.0,32.5
2025-06-20 12:00:00,28.3,24.4,25.6,34.4
2025-06-20 13:00:00,29.4,25.0,29.4,35.6
2025-06-20 14:00:00,30.6,26.1,27.8,36.1
2025-06-20 15:00:00,31.1,26.1,26.7,36.1
2025-06-20 16:00:00,31.1,26.1,26.1,35.6
2025-06-20 17:00:00,31.1,26.1,25.7,33.9
2025-06-20 18:00:00,29.4,24.4,25.0,33.3
2025-06-20 19:00:00,26.9,21.4,23.9,32.2
2025-06-20 20:00:00,24.4,19.4,23.3,30.6
2025-06-20 21:00:00,22.5,17.8,22.8,28.9
2025-06-20 22:00:00,21.7,15.6,22.8,28.1
2025-06-20 23:00:00,20.0,15.6,22.2,27.2
2025-06-21 00:00:00,18.9,12.8,22.2,27.2
2025-06-21 01:00:00,17.5,12.5,22.2,26.7
2025-06-21 02:00:00,16.9,12.5,22.2,26.1
2025-06-21 03:00:00,15.6,9.4,22.2,25.6
2025-06-21 04:00:00,15.6,7.5,21.7,26.1
2025-06-21 05:00:00,15.6,8.3,21.1,25.0
2025-06-21 06:00:00,16.7,12.2,21.7,25.0
2025-06-21 07:00:00,18.1,13.9,22.8,26.7
2025-06-21 08:00:00,21.7,16.9,23.9,27.5
2025-06-21 09:00:00,22.8,18.9,25.0,28.3
2025-06-21 10:00:00,23.3,20.6,25.6,30.0
2025-06-21 11:00:00,24.4,21.7,26.1,31.1
2025-06-21 12:00:00,25.6,23.3,26.7,31.7
2025-06-21 13:00:00,25.4,23.9,27.2,32.5
2025-06-21 14:00:00,23.9,25.0,26.1,32.8
2025-06-21 15:00:00,22.8,25.0,26.1,33.9
2025-06-21 16:00:00,23.3,25.0,25.6,33.3
2025-06-21 17:00:00,23.3,24.4,25.0,32.8
2025-06-21 18:00:00,22.8,23.3,23.9,32.2
2025-06-21 19:00:00,21.7,18.3,22.8,30.6
2025-06-21 20:00:00,19.4,16.7,22.2,28.3
2025-06-21 21:00:00,17.8,15.0,21.7,26.7
2025-06-21 22:00:00,17.2,13.9,21.7,25.6
2025-06-21 23:00:00,15.6,11.4,21.1,24.4
2025-06-22 00:00:00,14.4,7.8,20.6,23.3
2025-06-22 01:00:00,12.5,8.3,20.0,22.8
2025-06-22 02:00:00,12.2,7.5,20.0,22.5
2025-06-22 03:00:00,11.1,5.0,19.4,22.2
2025-06-22 04:00:00,10.0,5.6,19.4,22.2
2025-06-22 05:00:00,10.0,6.9,19.4,22.2
2025-06-22 06:00:00,11.9,9.4,20.6,21.7
2025-06-22 07:00:00,14.4,13.3,21.7,22.5
2025-06-22 08:00:00,16.1,14.4,22.5,23.3
2025-06-22 09:00:00,16.7,17.2,23.9,24.4
2025-06-22 10:00:00,18.3,17.5,25.0,26.1
2025-06-22 11:00:00,20.6,19.4,25.0,27.4
2025-06-22 12:00:00,21.1,20.6,24.4,28.9
2025-06-22 13:00:00,22.8,21.7,25.0,28.9
2025-06-22 14:00:00,23.9,22.5,25.6,30.6
2025-06-22 15:00:00,23.9,22.8,25.6,30.7
2025-06-22 16:00:00,23.3,23.3,25.6,31.1
2025-06-22 17:00:00,23.9,22.8,23.9,30.6
2025-06-22 18:00:00,22.8,21.9,23.9,30.0
2025-06-22 19:00:00,21.7,16.7,22.8,28.3
2025-06-22 20:00:00,19.4,15.0,22.2,26.7
2025-06-22 21:00:00,17.5,15.0,20.6,25.6
2025-06-22 22:00:00,16.7,14.4,20.0,25.0
2025-06-22 23:00:00,15.0,13.3,20.0,24.4
2025-06-23 00:00:00,13.3,12.2,20.0,23.5
2025-06-23 01:00:00,12.8,11.1,19.4,22.8
2025-06-23 02:00:00,12.2,10.6,18.9,22.5
2025-06-23 03:00:00,10.6,8.3,18.9,22.5
2025-06-23 04:00:00,10.0,7.8,18.3,22.2
2025-06-23 05:00:00,10.0,8.1,17.8,21.7
2025-06-23 06:00:00,11.9,11.7,18.9,21.7
2025-06-23 07:00:00,13.9,14.4,21.7,22.5
2025-06-23 08:00:00,16.9,16.1,23.3,24.4
2025-06-23 09:00:00,18.3,17.5,22.8,26.7
2025-06-23 10:00:00,19.4,18.3,22.8,27.8
2025-06-23 11:00:00,21.7,20.0,23.3,29.4
2025-06-23 12:00:00,22.8,21.7,23.9,30.6
2025-06-23 13:00:00,25.0,22.5,25.0,32.4
2025-06-23 14:00:00,26.1,22.8,26.7,32.8
2025-06-23 15:00:00,27.2,22.8,26.1,33.9
2025-06-23 16:00:00,27.5,22.5,26.7,33.9
2025-06-23 17:00:00,26.7,21.7,27.2,33.9
2025-06-23 18:00:00,25.6,20.6,27.2,32.8
2025-06-23 19:00:00,24.4,16.9,27.5,31.7
2025-06-23 20:00:00,22.5,14.4,25.6,29.4
2025-06-23 21:00:00,20.6,12.8,24.4,27.8
2025-06-23 22:00:00,19.4,11.1,23.3,27.8
2025-06-23 23:00:00,18.3,10.0,22.8,27.8
2025-06-24 00:00:00,16.7,8.3,22.2,26.7
2025-06-24 01:00:00,14.4,6.7,22.2,25.6
2025-06-24 02:00:00,13.3,5.0,21.1,24.4
2025-06-24 03:00:00,12.2,4.4,20.6,23.3
2025-06-24 04:00:00,12.2,2.5,20.0,22.8
2025-06-24 05:00:00,12.2,1.9,20.0,22.5
2025-06-24 06:00:00,13.1,7.5,21.7,23.3
2025-06-24 07:00:00,15.6,11.1,23.9,25.6
2025-06-24 08:00:00,18.9,12.5,25.6,27.8
2025-06-24 09:00:00,21.7,14.4,26.7,28.9
2025-06-24 10:00:00,22.5,16.7,28.9,30.6
2025-06-24 11:00:00,24.4,17.5,28.3,31.7
2025-06-24 12:00:00,26.1,18.9,28.9,33.3
2025-06-24 13:00:00,27.5,20.6,28.3,33.9
2025-06-24 14:00:00,28.3,21.1,29.4,34.4
2025-06-24 15:00:00,29.4,22.2,31.9,35.0
2025-06-24 16:00:00,30.0,21.7,32.8,34.4
2025-06-24 17:00:00,30.0,22.2,32.5,34.4
2025-06-24 18:00:00,30.0,21.1,31.7,33.3
2025-06-24 19:00:00,28.3,18.1,30.0,32.5
2025-06-24 20:00:00,26.7,16.7,28.3,30.6
2025-06-24 21:00:00,23.3,14.4,26.7,28.9
2025-06-24 22:00:00,20.0,11.1,25.6,27.2
2025-06-24 23:00:00,19.4,9.4,25.0,26.1
2025-06-25 00:00:00,18.1,9.4,23.9,24.4
2025-06-25 01:00:00,16.7,8.1,23.3,23.1
2025-06-25 02:00:00,15.0,5.0,22.8,20.0
2025-06-25 03:00:00,15.0,4.4,22.5,20.0
2025-06-25 04:00:00,13.9,4.4,22.2,20.6
2025-06-25 05:00:00,12.8,5.0,21.9,18.3
2025-06-25 06:00:00,14.4,9.4,21.7,20.3
2025-06-25 07:00:00,16.9,13.3,23.9,23.3
2025-06-25 08:00:00,21.1,16.7,23.9,28.1
2025-06-25 09:00:00,25.0,18.9,23.3,30.6
2025-06-25 10:00:00,26.7,21.1,26.7,32.2
2025-06-25 11:00:00,27.8,22.5,27.5,33.3
2025-06-25 12:00:00,29.4,23.9,27.8,35.6
2025-06-25 13:00:00,30.6,25.6,29.4,37.2
2025-06-25 14:00:00,31.1,25.6,33.9,37.8
2025-06-25 15:00:00,32.5,26.1,33.3,37.8
2025-06-25 16:00:00,32.5,25.6,32.5,38.9
2025-06-25 17:00:00,32.5,25.6,31.7,37.8
2025-06-25 18:00:00,31.7,24.4,31.1,37.5
2025-06-25 19:00:00,30.0,20.0,29.4,36.1
2025-06-25 20:00:00,27.5,16.9,28.3,33.3
2025-06-25 21:00:00,25.6,17.2,26.7,32.8
2025-06-25 22:00:00,23.3,15.6,25.6,32.2
2025-06-25 23:00:00,21.7,14.4,26.1,30.6
2025-06-26 00:00:00,20.6,13.6,25.6,29.4
2025-06-26 01:00:00,18.3,10.6,25.0,28.9
2025-06-26 02:00:00,17.5,9.4,24.4,27.5
2025-06-26 03:00:00,16.1,7.5,23.9,27.5
2025-06-26 04:00:00,15.0,7.2,22.8,26.7
2025-06-26 05:00:00,15.0,8.1,22.8,27.2
2025-06-26 06:00:00,16.7,11.1,23.3,27.2
2025-06-26 07:00:00,20.0,16.9,26.7,28.3
2025-06-26 08:00:00,23.6,19.4,26.9,30.6
2025-06-26 09:00:00,26.7,20.6,28.9,32.5
2025-06-26 10:00:00,27.5,22.2,29.4,33.3
2025-06-26 11:00:00,28.9,23.1,30.0,35.0
2025-06-26 12:00:00,30.0,25.0,30.0,36.7
2025-06-26 13:00:00,31.1,25.0,31.1,37.5
2025-06-26 14:00:00,32.2,27.2,32.2,38.1
2025-06-26 15:00:00,32.8,27.5,32.5,38.9
2025-06-26 16:00:00,33.3,27.2,35.0,38.9
2025-06-26 17:00:00,32.5,27.2,34.4,38.9
2025-06-26 18:00:00,31.7,26.7,33.3,38.3
2025-06-26 19:00:00,30.0,21.9,32.5,37.5
2025-06-26 20:00:00,27.5,18.9,31.7,35.0
2025-06-26 21:00:00,26.1,17.5,29.4,33.3
2025-06-26 22:00:00,24.4,15.6,28.9,33.3
2025-06-26 23:00:00,23.3,15.0,28.3,32.8
2025-06-27 00:00:00,22.5,13.9,27.2,31.1
2025-06-27 01:00:00,21.1,12.2,26.1,31.1
2025-06-27 02:00:00,20.0,11.7,26.7,30.0
2025-06-27 03:00:00,18.1,8.9,25.0,28.9
2025-06-27 04:00:00,17.2,,25.0,28.3
2025-06-27 05:00:00,16.7,,25.0,28.9
2025-06-27 06:00:00,18.1,,25.6,28.3
2025-06-27 07:00:00,20.6,16.9,26.1,30.6
2025-06-27 08:00:00,23.9,19.4,28.3,32.5
2025-06-27 09:00:00,25.6,19.4,31.7,33.3
2025-06-27 10:00:00,26.1,21.7,32.5,35.0
2025-06-27 11:00:00,28.1,22.5,32.8,37.2
2025-06-27 12:00:00,28.9,23.3,34.4,38.3
2025-06-27 13:00:00,30.0,25.0,34.4,39.6
2025-06-27 14:00:00,30.6,25.6,34.4,39.4
2025-06-27 15:00:00,31.7,25.6,34.4,40.0
2025-06-27 16:00:00,31.7,25.0,33.9,39.4
2025-06-27 17:00:00,31.7,24.4,32.8,38.9
2025-06-27 18:00:00,31.1,22.5,32.5,38.9
2025-06-27 19:00:00,30.6,20.0,30.6,37.8
2025-06-27 20:00:00,27.5,17.5,28.3,35.6
2025-06-27 21:00:00,25.0,17.8,27.5,34.4
2025-06-27 22:00:00,22.8,17.8,27.2,32.8
2025-06-27 23:00:00,22.5,16.1,27.2,32.2
2025-06-28 00:00:00,21.7,15.6,26.1,32.2
2025-06-28 01:00:00,19.4,14.4,25.6,31.7
2025-06-28 02:00:00,17.8,12.2,25.6,31.1
2025-06-28 03:00:00,17.2,10.6,25.0,31.1
2025-06-28 04:00:00,16.7,9.4,24.4,30.0
2025-06-28 05:00:00,15.0,10.6,23.9,30.0
2025-06-28 06:00:00,16.7,13.9,23.9,29.4
2025-06-28 07:00:00,18.9,16.7,24.4,31.1
2025-06-28 08:00:00,21.1,17.5,26.7,32.2
2025-06-28 09:00:00,23.3,20.0,27.2,32.8
2025-06-28 10:00:00,26.1,21.7,28.3,33.5
2025-06-28 11:00:00,27.8,22.8,28.3,35.0
2025-06-28 12:00:00,28.9,24.4,29.4,36.1
2025-06-28 13:00:00,30.6,25.6,30.0,36.1
2025-06-28 14:00:00,31.1,27.5,29.4,36.1
2025-06-28 15:00:00,32.2,27.8,27.8,36.1
2025-06-28 16:00:00,32.2,27.5,28.3,36.1
2025-06-28 17:00:00,30.6,26.4,27.2,35.6
2025-06-28 18:00:00,29.4,23.5,26.1,33.3
2025-06-28 19:00:00,26.9,21.7,25.0,31.7
2025-06-28 20:00:00,23.9,21.1,25.0,29.6
2025-06-28 21:00:00,21.7,18.3,25.0,28.5
2025-06-28 22:00:00,20.6,17.2,24.4,27.5
2025-06-28 23:00:00,18.3,17.5,23.9,27.2
2025-06-29 00:00:00,16.9,17.5,23.9,26.7
2025-06-29 01:00:00,16.7,16.1,23.9,26.1
2025-06-29 02:00:00,16.1,13.9,23.3,26.1
2025-06-29 03:00:00,17.2,13.3,23.9,25.6
2025-06-29 04:00:00,16.1,12.8,23.9,25.0
2025-06-29 05:00:00,17.2,11.7,23.3,25.0
2025-06-29 06:00:00,17.5,13.1,22.8,25.0
2025-06-29 07:00:00,18.3,16.9,22.8,25.6
2025-06-29 08:00:00,18.1,19.4,24.4,26.7
2025-06-29 09:00:00,15.6,20.6,25.0,28.3
2025-06-29 10:00:00,16.7,22.2,25.0,29.6
2025-06-29 11:00:00,17.2,23.3,25.0,31.1
2025-06-29 12:00:00,17.5,25.0,26.1,31.1
2025-06-29 13:00:00,20.0,25.6,26.1,32.2
2025-06-29 14:00:00,21.7,26.5,26.7,31.7
2025-06-29 15:00:00,22.2,26.1,25.0,32.2
2025-06-29 16:00:00,22.4,24.4,25.6,32.2
2025-06-29 17:00:00,21.7,23.3,25.0,30.6
2025-06-29 18:00:00,20.6,21.7,25.0,29.4
2025-06-29 19:00:00,19.4,20.0,23.9,27.5
2025-06-29 20:00:00,17.5,18.1,22.5,26.1
2025-06-29 21:00:00,15.6,16.1,22.2,25.0
2025-06-29 22:00:00,15.0,15.6,22.2,23.9
2025-06-29 23:00:00,13.3,15.0,21.1,22.8
2025-06-30 00:00:00,13.3,12.8,21.1,22.8
2025-06-30 01:00:00,12.5,13.3,21.1,22.2
2025-06-30 02:00:00,11.1,12.8,21.1,21.7
2025-06-30 03:00:00,10.0,11.7,20.6,21.1
2025-06-30 04:00:00,9.4,12.5,20.0,20.6
2025-06-30 05:00:00,7.8,12.2,20.0,20.0
2025-06-30 06:00:00,10.0,12.5,20.6,20.6
2025-06-30 07:00:00,13.9,13.3,22.2,23.1
2025-06-30 08:00:00,16.1,15.0,22.5,25.0
2025-06-30 09:00:00,17.5,13.9,22.2,26.7
2025-06-30 10:00:00,19.4,17.2,22.2,28.3
2025-06-30 11:00:00,21.1,16.7,23.3,29.4
2025-06-30 12:00:00,22.5,15.0,24.4,30.6
2025-06-30 13:00:00,22.8,13.1,25.6,32.2
2025-06-30 14:00:00,23.3,12.8,25.0,32.8
2025-06-30 15:00:00,23.9,14.4,26.1,33.3
2025-06-30 16:00:00,23.3,16.7,26.1,34.4
2025-06-30 17:00:00,22.8,16.1,27.2,33.9
2025-06-30 18:00:00,22.8,15.0,26.7,33.9
2025-06-30 19:00:00,21.7,12.8,26.1,32.5
2025-06-30 20:00:00,20.0,12.5,25.0,30.6
2025-06-30 21:00:00,18.9,10.6,25.0,30.0
2025-06-30 22:00:00,18.3,9.4,25.0,30.0
2025-06-30 23:00:00,16.7,8.9,25.0,28.9
2025-07-01 00:00:00,15.6,8.3,23.9,28.3
2025-07-01 01:00:00,13.9,6.9,23.9,28.3
2025-07-01 02:00:00,13.3,5.0,23.9,27.5
2025-07-01 03:00:00,12.2,5.0,22.5,26.7
2025-07-01 04:00:00,11.7,4.4,22.5,26.7
2025-07-01 05:00:00,12.2,5.0,22.2,25.6
2025-07-01 06:00:00,13.3,8.1,22.5,26.7
2025-07-01 07:00:00,16.9,11.7,25.0,27.5
2025-07-01 08:00:00,20.6,13.9,26.7,28.3
2025-07-01 09:00:00,22.5,15.0,27.5,30.6
2025-07-01 10:00:00,24.4,16.9,27.5,32.2
2025-07-01 11:00:00,26.7,18.3,28.3,32.2
2025-07-01 12:00:00,26.1,20.0,29.4,33.9
2025-07-01 13:00:00,26.7,21.7,30.0,35.6
2025-07-01 14:00:00,27.5,22.8,30.0,36.5
2025-07-01 15:00:00,27.2,23.3,28.9,36.7
2025-07-01 16:00:00,27.2,23.3,28.3,36.5
2025-07-01 17:00:00,26.7,23.3,27.8,35.6
2025-07-01 18:00:00,26.7,22.2,27.2,33.9
2025-07-01 19:00:00,24.4,18.6,25.6,33.9
2025-07-01 20:00:00,22.5,17.2,24.4,32.6
2025-07-01 21:00:00,21.1,16.7,23.3,31.7
2025-07-01 22:00:00,20.0,15.0,22.8,30.0
2025-07-01 23:00:00,18.9,13.9,22.8,28.9
2025-07-02 00:00:00,18.9,12.5,22.5,28.3
2025-07-02 01:00:00,18.3,11.4,22.2,27.8
2025-07-02 02:00:00,17.5,8.9,21.7,27.2
2025-07-02 03:00:00,16.7,7.2,21.1,26.1
2025-07-02 04:00:00,15.6,6.7,20.0,25.6
2025-07-02 05:00:00,13.9,6.1,20.0,25.6
2025-07-02 06:00:00,15.0,10.6,21.1,25.6
2025-07-02 07:00:00,17.5,12.5,23.1,26.7
2025-07-02 08:00:00,19.4,15.6,24.4,27.2
2025-07-02 09:00:00,20.6,17.5,26.1,28.3
2025-07-02 10:00:00,21.7,18.3,26.1,30.0
2025-07-02 11:00:00,22.5,20.0,27.2,31.7
2025-07-02 12:00:00,23.3,21.7,27.2,32.8
2025-07-02 13:00:00,24.4,23.3,27.8,33.3
2025-07-02 14:00:00,25.0,23.9,27.8,33.9
2025-07-02 15:00:00,25.0,23.3,27.5,34.4
2025-07-02 16:00:00,25.0,21.7,27.5,34.4
2025-07-02 17:00:00,23.9,18.9,27.2,33.9
2025-07-02 18:00:00,23.3,16.7,26.1,32.5
2025-07-02 19:00:00,22.2,15.6,25.6,30.6
2025-07-02 20:00:00,19.4,14.6,24.4,28.3
2025-07-02 21:00:00,17.8,13.9,22.8,27.4
2025-07-02 22:00:00,16.7,12.8,22.5,26.1
2025-07-02 23:00:00,15.6,12.8,21.7,25.0
2025-07-03 00:00:00,13.9,12.2,21.7,24.6
2025-07-03 01:00:00,12.5,12.2,21.1,24.4
2025-07-03 02:00:00,11.1,11.7,20.6,23.3
2025-07-03 03:00:00,11.1,11.7,20.0,22.5
2025-07-03 04:00:00,10.0,11.1,19.4,21.7
2025-07-03 05:00:00,9.4,11.1,20.0,20.6
2025-07-03 06:00:00,10.6,11.1,20.6,21.7
2025-07-03 07:00:00,13.1,11.7,23.1,23.3
2025-07-03 08:00:00,16.1,12.5,22.8,25.0
2025-07-03 09:00:00,18.3,12.8,23.3,26.7
2025-07-03 10:00:00,21.1,13.9,23.9,28.3
2025-07-03 11:00:00,22.8,14.4,25.0,30.6
2025-07-03 12:00:00,23.3,15.0,25.0,31.5
2025-07-03 13:00:00,23.9,16.4,26.1,32.4
2025-07-03 14:00:00,24.4,17.2,28.3,33.3
2025-07-03 15:00:00,25.0,17.2,29.4,33.9
2025-07-03 16:00:00,23.9,16.1,28.3,33.9
2025-07-03 17:00:00,23.3,15.0,27.8,34.4
2025-07-03 18:00:00,22.8,14.4,27.5,33.3
2025-07-03 19:00:00,21.7,12.2,26.1,31.7
2025-07-03 20:00:00,20.0,12.2,24.4,29.4
2025-07-03 21:00:00,18.3,11.1,23.9,27.8
2025-07-03 22:00:00,17.2,11.1,22.8,27.2
